id,id2,v4,v5,v6
34,34,664.5,27.4,0.00467170776461751
35,35,670,27.6,0.00471104653252311
35,35,670,27.6,0.00471104653252311
36,36,670.3,27.4,0.00465269945869772
36,36,670.3,27.4,0.00465269945869772
37,37,672,27.4,0.0046464328065348
37,37,672,27.4,0.0046464328065348
38,38,658,27.4,0.00464073595878431
38,38,658,27.4,0.00464073595878431
39,39,660.5,27.4,0.00465583283178072
39,39,660.5,27.4,0.00465583283178072
40,40,658,27.4,0.00465269945869772
40,40,658,27.4,0.00465269945869772
41,41,655,27.4,0.00465583283178072
41,41,655,27.4,0.00465583283178072
42,42,654.2,27.4,0.00465583283178072
42,42,654.2,27.4,0.00465583283178072
43,43,648,27.4,0.0046464328065348
43,43,648,27.4,0.0046464328065348
44,44,648.7,27.3,0.00460676320297832
44,44,648.7,27.3,0.00460676320297832
45,45,646,27.4,0.00462742903214501
45,45,646,27.4,0.00462742903214501
46,46,646,27.5,0.00463677156669758
46,46,646,27.5,0.00463677156669758
47,47,641.5,27.4,0.00462742903214501
47,47,641.5,27.4,0.00462742903214501
48,48,639,27.3,0.00457021208799111
48,48,639,27.3,0.00457021208799111
49,49,640,27.5,0.00463677156669758
49,49,640,27.5,0.00463677156669758
50,50,630.5,27.3,0.00457864714513976
50,50,630.5,27.3,0.00457864714513976
51,51,629.3,27.4,0.0045814588813251
51,51,629.3,27.4,0.0045814588813251
52,52,632,27.5,0.00460564085426059
52,52,632,27.5,0.00460564085426059
53,53,636.5,27.5,0.00460564085426059
53,53,636.5,27.5,0.00460564085426059
54,54,627.5,27.5,0.00460564085426059
54,54,627.5,27.5,0.00460564085426059
55,55,626,27.4,0.0045870824294015
55,55,626,27.4,0.0045870824294015
56,56,625.5,27.5,0.00460564085426059
56,56,625.5,27.5,0.00460564085426059
57,57,623.5,27.4,0.00457305034947982
57,57,623.5,27.4,0.00457305034947982
58,58,624.7,27.5,0.00459945459049356
58,58,624.7,27.5,0.00459945459049356
59,59,622,27.4,0.0045870824294015
59,59,622,27.4,0.0045870824294015
60,60,621,27.4,0.00455905614852278
60,60,621,27.4,0.00455905614852278
61,61,626.5,27.4,0.00457305034947982
61,61,626.5,27.4,0.00457305034947982
62,62,622,27.4,0.00455905614852278
62,62,622,27.4,0.00455905614852278
63,63,620,27.4,0.0045870824294015
63,63,620,27.4,0.0045870824294015
64,64,621.5,27.4,0.00455905614852278
64,64,621.5,27.4,0.00455905614852278
65,65,616.3,27.4,0.00455346720904263
65,65,616.3,27.4,0.00455346720904263
66,66,609,27.3,0.00455067277669262
66,66,609,27.3,0.00455067277669262
67,67,614,27.4,0.00455905614852278
67,67,614,27.4,0.00455905614852278
68,68,613.5,27.3,0.00455067277669262
68,68,613.5,27.3,0.00455067277669262
69,69,611,27.3,0.00455067277669262
69,69,611,27.3,0.00455067277669262
70,70,612,27.4,0.00455905614852278
70,70,612,27.4,0.00455905614852278
71,71,608,27.3,0.00454228962919881
71,71,608,27.3,0.00454228962919881
72,72,605.5,27.3,0.00454228962919881
72,72,605.5,27.3,0.00454228962919881
73,73,608.5,27.3,0.00454021358023024
73,73,608.5,27.3,0.00454021358023024
74,74,608.5,27.3,0.00451728819349999
74,74,608.5,27.3,0.00451728819349999
75,75,602.5,27.3,0.00452977369585959
75,75,602.5,27.3,0.00452977369585959
76,76,598,27.3,0.00451728819349999
76,76,598,27.3,0.00451728819349999
77,77,595,27.3,0.00451728819349999
77,77,595,27.3,0.00451728819349999
78,78,591,27.3,0.00451728819349999
78,78,591,27.3,0.00451728819349999
79,79,591,27.2,0.00452224999364749
79,79,591,27.2,0.00452224999364749
80,80,595,27.2,0.00450228274276464
80,80,595,27.2,0.00450228274276464
81,81,594.3,27.3,0.00451728819349999
81,81,594.3,27.3,0.00451728819349999
82,82,593.5,27.3,0.00451728819349999
82,82,593.5,27.3,0.00451728819349999
83,83,592,27.3,0.00451728819349999
83,83,592,27.3,0.00451728819349999
84,84,586.5,27.2,0.0044959713579516
84,84,586.5,27.2,0.0044959713579516
85,85,586,27.2,0.00450228274276464
85,85,586,27.2,0.00450228274276464
86,86,586,27.2,0.0044959713579516
86,86,586,27.2,0.0044959713579516
87,87,584.5,27.2,0.00450978537828394
87,87,584.5,27.2,0.00450978537828394
88,88,584.5,27.2,0.00448219467655486
88,88,584.5,27.2,0.00448219467655486
89,89,585.5,27.2,0.00447473826972372
89,89,585.5,27.2,0.00447473826972372
90,90,584.7,27.2,0.00448390319821458
90,90,584.7,27.2,0.00448390319821458
91,91,577,27.2,0.00450228274276464
91,91,577,27.2,0.00450228274276464
92,92,580,27.2,0.00447473826972372
92,92,580,27.2,0.00447473826972372
93,93,582,27.2,0.00448161041517148
93,93,582,27.2,0.00448161041517148
94,94,580,27.2,0.00450228274276464
94,94,580,27.2,0.00450228274276464
95,95,578,27.1,0.00446645358141236
95,95,578,27.1,0.00446645358141236
96,96,576.5,27.2,0.00447473826972372
96,96,576.5,27.2,0.00447473826972372
97,97,580,27.2,0.00447473826972372
97,97,580,27.2,0.00447473826972372
98,98,572.5,27.2,0.00447473826972372
98,98,572.5,27.2,0.00447473826972372
99,99,567,27.2,0.00447473826972372
99,99,567,27.2,0.00447473826972372
100,100,568,27.2,0.00447473826972372
100,100,568,27.2,0.00447473826972372
101,101,574.5,27.2,0.00447473826972372
101,101,574.5,27.2,0.00447473826972372
102,102,564.3,27.2,0.00447473826972372
102,102,564.3,27.2,0.00447473826972372
103,103,563,27.2,0.00447473826972372
103,103,563,27.2,0.00447473826972372
104,104,564.5,27.1,0.00446645358141236
104,104,564.5,27.1,0.00446645358141236
105,105,566.3,27.2,0.00446007809167045
105,105,566.3,27.2,0.00446007809167045
106,106,562,27.1,0.00445816911221647
106,106,562,27.1,0.00445816911221647
107,107,565.5,27.1,0.00443087555124918
107,107,565.5,27.1,0.00443087555124918
108,108,570,27.1,0.00443087555124918
108,108,570,27.1,0.00443087555124918
109,109,562,27.1,0.00445276274636235
109,109,562,27.1,0.00445276274636235
110,110,560,27.1,0.00443087555124918
110,110,560,27.1,0.00443087555124918
111,111,558,27.1,0.00443087555124918
111,111,558,27.1,0.00443087555124918
112,112,556,27.1,0.00443087555124918
112,112,556,27.1,0.00443087555124918
113,113,557,27.1,0.00443087555124918
113,113,557,27.1,0.00443087555124918
114,114,556.5,27.1,0.00440846943162748
114,114,556.5,27.1,0.00440846943162748
115,115,557.5,27.1,0.00441592700761485
115,115,557.5,27.1,0.00441592700761485
116,116,555,27.1,0.00441095405497767
116,116,555,27.1,0.00441095405497767
117,117,555,27.1,0.00440102296708593
117,117,555,27.1,0.00440102296708593
118,118,553,27.1,0.00440102296708593
118,118,553,27.1,0.00440102296708593
119,119,549.5,27.1,0.00440102296708593
119,119,549.5,27.1,0.00440102296708593
120,120,548.5,27.1,0.00440102296708593
120,120,548.5,27.1,0.00440102296708593
121,121,551.5,27.1,0.00440102296708593
121,121,551.5,27.1,0.00440102296708593
122,122,548.5,27.1,0.00440102296708593
122,122,548.5,27.1,0.00440102296708593
123,123,548,27.1,0.00440102296708593
123,123,548,27.1,0.00440102296708593
124,124,547.5,27.1,0.00440102296708593
124,124,547.5,27.1,0.00440102296708593
125,125,553,27.1,0.00440102296708593
125,125,553,27.1,0.00440102296708593
126,126,547.5,27.1,0.00438751236133436
126,126,547.5,27.1,0.00438751236133436
127,127,548.7,27.1,0.00439201182580606
127,127,548.7,27.1,0.00439201182580606
128,128,540,27.1,0.00437403835445405
128,128,540,27.1,0.00437403835445405
129,129,538,27.1,0.00437403835445405
129,129,538,27.1,0.00437403835445405
130,130,542,27.1,0.00437403835445405
130,130,542,27.1,0.00437403835445405
131,131,542,27.1,0.00437403835445405
131,131,542,27.1,0.00437403835445405
132,132,538,27.1,0.00437403835445405
132,132,538,27.1,0.00437403835445405
133,133,537.7,27.1,0.00437403835445405
133,133,537.7,27.1,0.00437403835445405
134,134,537.5,27.1,0.00437403835445405
134,134,537.5,27.1,0.00437403835445405
135,135,536,27.1,0.00437403835445405
135,135,536,27.1,0.00437403835445405
136,136,534.5,27.1,0.00436194296945302
136,136,534.5,27.1,0.00436194296945302
137,137,532.5,27.1,0.00434987709774486
137,137,532.5,27.1,0.00434987709774486
138,138,530,27.1,0.0043659714821212
138,138,530,27.1,0.0043659714821212
139,139,529.5,27.1,0.00435383877122501
139,139,529.5,27.1,0.00435383877122501
140,140,531,27.1,0.00436591152717108
140,140,531,27.1,0.00436591152717108
141,141,533.3,27,0.00434172461000499
141,141,533.3,27,0.00434172461000499
142,142,531,27,0.004345734782707
142,142,531,27,0.004345734782707
143,143,529,27,0.004345734782707
143,143,529,27,0.004345734782707
144,144,528.5,27,0.004345734782707
144,144,528.5,27,0.004345734782707
145,145,525,27,0.00433371405578809
145,145,525,27,0.00433371405578809
146,146,528.5,27,0.00433371405578809
146,146,528.5,27,0.00433371405578809
147,147,530.5,27,0.00433371405578809
147,147,530.5,27,0.00433371405578809
148,148,528,26.9,0.00431593567308493
148,148,528,26.9,0.00431593567308493
149,149,526,26.9,0.00431593567308493
149,149,526,26.9,0.00431593567308493
150,150,530,26.9,0.00431593567308493
150,150,530,26.9,0.00431593567308493
151,151,533.3,26.9,0.00431593567308493
151,151,533.3,26.9,0.00431593567308493
152,152,529,26.9,0.00431593567308493
152,152,529,26.9,0.00431593567308493
153,153,528,26.9,0.00431593567308493
153,153,528,26.9,0.00431593567308493
154,154,526,26.9,0.00431593567308493
154,154,526,26.9,0.00431593567308493
155,155,526,26.9,0.00431593567308493
155,155,526,26.9,0.00431593567308493
156,156,521,26.8,0.00429977438278406
156,156,521,26.8,0.00429977438278406
157,157,518,26.8,0.00429977438278406
157,157,518,26.8,0.00429977438278406
158,158,515.5,26.8,0.00429977438278406
158,158,515.5,26.8,0.00429977438278406
159,159,520,26.8,0.00429977438278406
159,159,520,26.8,0.00429977438278406
160,160,523.5,26.8,0.00429613820740729
160,160,523.5,26.8,0.00429613820740729
161,161,525.5,26.8,0.00429977438278406
161,161,525.5,26.8,0.00429977438278406
162,162,525.5,26.8,0.00429977438278406
162,162,525.5,26.8,0.00429977438278406
163,163,514,26.8,0.00429977438278406
163,163,514,26.8,0.00429977438278406
164,164,518,26.7,0.00428522993460374
164,164,518,26.7,0.00428522993460374
165,165,518,26.7,0.00428522993460374
165,165,518,26.7,0.00428522993460374
166,166,520,26.7,0.00428522993460374
166,166,520,26.7,0.00428522993460374
167,167,521,26.7,0.00425892186208795
167,167,521,26.7,0.00425892186208795
168,168,518,26.6,0.00424286203685278
168,168,518,26.6,0.00424286203685278
169,169,517,26.6,0.00425089184650924
169,169,517,26.6,0.00425089184650924
170,170,511.5,26.6,0.00424286203685278
170,170,511.5,26.6,0.00424286203685278
171,171,514,26.6,0.00426400308494511
171,171,514,26.6,0.00426400308494511
172,172,515.5,26.6,0.00423483243311065
172,172,515.5,26.6,0.00423483243311065
173,173,517,26.5,0.00422680303527493
173,173,517,26.5,0.00422680303527493
174,174,515,26.5,0.00422680303527493
174,174,515,26.5,0.00422680303527493
175,175,512,26.5,0.00422680303527493
175,175,512,26.5,0.00422680303527493
176,176,515,26.5,0.00422680303527493
176,176,515,26.5,0.00422680303527493
177,177,511,26.6,0.00424789380271014
177,177,511,26.6,0.00424789380271014
178,178,514,26.5,0.00422680303527493
178,178,514,26.5,0.00422680303527493
179,179,508,26.4,0.00421797093546809
179,179,508,26.4,0.00421797093546809
180,180,509.8,26.5,0.00422238695423002
180,180,509.8,26.5,0.00422238695423002
181,181,508.8,26.4,0.00421797093546809
181,181,508.8,26.4,0.00421797093546809
182,182,508.5,26.4,0.00421797093546809
182,182,508.5,26.4,0.00421797093546809
183,183,507,26.4,0.00420913908478788
183,183,507,26.4,0.00420913908478788
184,184,507,26.4,0.00420913908478788
184,184,507,26.4,0.00420913908478788
185,185,503.5,26.4,0.00420913908478788
185,185,503.5,26.4,0.00420913908478788
186,186,504,26.4,0.00420913908478788
186,186,504,26.4,0.00420913908478788
187,187,504,26.4,0.00420913908478788
187,187,504,26.4,0.00420913908478788
188,188,500.5,26.3,0.0041906371261489
188,188,500.5,26.3,0.0041906371261489
189,189,500,26.3,0.00419308181268417
189,189,500,26.3,0.00419308181268417
190,190,503.5,26.3,0.00419308181268417
190,190,503.5,26.3,0.00419308181268417
191,191,503,26.2,0.00417298202219627
191,191,503,26.2,0.00417298202219627
192,192,502.5,26.2,0.00417298202219627
192,192,502.5,26.2,0.00417298202219627
193,193,502,26.2,0.00415296201038409
193,193,502,26.2,0.00415296201038409
194,194,502,26.2,0.00417005914917235
194,194,502,26.2,0.00417005914917235
195,195,502.5,26.2,0.00415296201038409
195,195,502.5,26.2,0.00415296201038409
196,196,497,26.2,0.00415296201038409
196,196,497,26.2,0.00415296201038409
197,197,501.5,26.1,0.00414498369514183
197,197,501.5,26.1,0.00414498369514183
198,198,504,26.1,0.00414498369514183
198,198,504,26.1,0.00414498369514183
199,199,501,26.1,0.00413700558321316
199,199,501,26.1,0.00413700558321316
200,200,493.8,26.1,0.00413700558321316
200,200,493.8,26.1,0.00413700558321316
201,201,500,26.1,0.00413700558321316
201,201,500,26.1,0.00413700558321316
202,202,504.5,26.1,0.00413700558321316
202,202,504.5,26.1,0.00413700558321316
203,203,504,26.1,0.00412902767459031
203,203,504,26.1,0.00412902767459031
204,204,501,26.1,0.00413700558321316
204,204,501,26.1,0.00413700558321316
205,205,499,26,0.00412104996926551
205,205,499,26,0.00412104996926551
206,206,502,26,0.00412104996926551
206,206,502,26,0.00412104996926551
207,207,503.5,26,0.00412104996926551
207,207,503.5,26,0.00412104996926551
208,208,500.7,26,0.00412104996926551
208,208,500.7,26,0.00412104996926551
209,209,493,26,0.00412104996926551
209,209,493,26,0.00412104996926551
210,210,492.5,26,0.00412104996926551
210,210,492.5,26,0.00412104996926551
211,211,493,26,0.00412104996926551
211,211,493,26,0.00412104996926551
212,212,495.5,25.9,0.00410349973312177
212,212,495.5,25.9,0.00410349973312177
213,213,492.7,26,0.00412104996926551
213,213,492.7,26,0.00412104996926551
214,214,490,26,0.00412104996926551
214,214,490,26,0.00412104996926551
215,215,493,25.9,0.00410934970251646
215,215,493,25.9,0.00410934970251646
216,216,494.7,25.9,0.00410349973312177
216,216,494.7,25.9,0.00410349973312177
217,217,496,25.9,0.00410349973312177
217,217,496,25.9,0.00410349973312177
218,218,491,25.9,0.00410349973312177
218,218,491,25.9,0.00410349973312177
219,219,490.5,25.8,0.0040955226782985
219,219,490.5,25.8,0.0040955226782985
220,220,490,25.8,0.0040955226782985
220,220,490,25.8,0.0040955226782985
221,221,491,25.9,0.00410349973312177
221,221,491,25.9,0.00410349973312177
222,222,491.7,25.9,0.00410349973312177
222,222,491.7,25.9,0.00410349973312177
223,223,493.5,25.9,0.00410349973312177
223,223,493.5,25.9,0.00410349973312177
224,224,493.8,25.9,0.00409256776950153
224,224,493.8,25.9,0.00409256776950153
225,225,490,25.8,0.0040955226782985
225,225,490,25.8,0.0040955226782985
226,226,488,25.8,0.00408754582674064
226,226,488,25.8,0.00408754582674064
227,227,490,25.8,0.00408754582674064
227,227,490,25.8,0.00408754582674064
228,228,487,25.8,0.00408754582674064
228,228,487,25.8,0.00408754582674064
229,229,492.5,25.7,0.00406655560714929
229,229,492.5,25.7,0.00406655560714929
230,230,493.5,25.7,0.00406655560714929
230,230,493.5,25.7,0.00406655560714929
231,231,493.3,25.8,0.00407354230391887
231,231,493.3,25.8,0.00407354230391887
232,232,488,25.7,0.00406655560714929
232,232,488,25.7,0.00406655560714929
233,233,487.5,25.8,0.00408754582674064
233,233,487.5,25.8,0.00408754582674064
234,234,485.3,25.7,0.00405957893706384
234,234,485.3,25.7,0.00405957893706384
235,235,484,25.7,0.00404565562779471
235,235,484,25.7,0.00404565562779471
236,236,489,25.7,0.00404565562779471
236,236,489,25.7,0.00404565562779471
237,237,488,25.7,0.00406655560714929
237,237,488,25.7,0.00406655560714929
238,238,493,25.8,0.00408754582674064
238,238,493,25.8,0.00408754582674064
239,239,491,25.7,0.00404565562779471
239,239,491,25.7,0.00404565562779471
240,240,488,25.7,0.00406655560714929
240,240,488,25.7,0.00406655560714929
241,241,487.2,25.7,0.00406655560714929
241,241,487.2,25.7,0.00406655560714929
242,242,489,25.7,0.00404565562779471
242,242,489,25.7,0.00404565562779471
243,243,489,25.8,0.00408754582674064
243,243,489,25.8,0.00408754582674064
244,244,486,25.7,0.00404565562779471
244,244,486,25.7,0.00404565562779471
245,245,484.7,25.7,0.00405957893706384
245,245,484.7,25.7,0.00405957893706384
246,246,485,25.7,0.00404565562779471
246,246,485,25.7,0.00404565562779471
247,247,487,25.7,0.00404565562779471
247,247,487,25.7,0.00404565562779471
248,248,492,25.7,0.00404565562779471
248,248,492,25.7,0.00404565562779471
249,249,490.7,25.7,0.00404565562779471
249,249,490.7,25.7,0.00404565562779471
250,250,488,25.7,0.00404565562779471
250,250,488,25.7,0.00404565562779471
251,251,485.5,25.7,0.00404565562779471
251,251,485.5,25.7,0.00404565562779471
252,252,486,25.7,0.00404565562779471
252,252,486,25.7,0.00404565562779471
253,253,485.5,25.7,0.00404565562779471
253,253,485.5,25.7,0.00404565562779471
254,254,486,25.7,0.00404565562779471
254,254,486,25.7,0.00404565562779471
255,255,480,25.7,0.00404565562779471
255,255,480,25.7,0.00404565562779471
256,256,481,25.7,0.00404565562779471
256,256,481,25.7,0.00404565562779471
257,257,481.7,25.7,0.00404565562779471
257,257,481.7,25.7,0.00404565562779471
258,258,485.5,25.7,0.00404565562779471
258,258,485.5,25.7,0.00404565562779471
259,259,485,25.7,0.00404565562779471
259,259,485,25.7,0.00404565562779471
260,260,473,25.7,0.00404565562779471
260,260,473,25.7,0.00404565562779471
261,261,475,25.7,0.00404565562779471
261,261,475,25.7,0.00404565562779471
262,262,486,25.7,0.00404565562779471
262,262,486,25.7,0.00404565562779471
263,263,481.5,25.7,0.00404565562779471
263,263,481.5,25.7,0.00404565562779471
264,264,483,25.7,0.00404565562779471
264,264,483,25.7,0.00404565562779471
265,265,479,25.7,0.00404565562779471
265,265,479,25.7,0.00404565562779471
266,266,479,25.7,0.00404565562779471
266,266,479,25.7,0.00404565562779471
267,267,479,25.7,0.00404565562779471
267,267,479,25.7,0.00404565562779471
268,268,479,25.7,0.0040331952510965
268,268,479,25.7,0.0040331952510965
269,269,479,25.7,0.00404565562779471
269,269,479,25.7,0.00404565562779471
270,270,477,25.7,0.00404565562779471
270,270,477,25.7,0.00404565562779471
271,271,477.5,25.7,0.00404565562779471
271,271,477.5,25.7,0.00404565562779471
272,272,477.5,25.7,0.00402076872591321
272,272,477.5,25.7,0.00402076872591321
273,273,480,25.7,0.0040331952510965
273,273,480,25.7,0.0040331952510965
274,274,480,25.7,0.00402076872591321
274,274,480,25.7,0.00402076872591321
275,275,482,25.7,0.0040331952510965
275,275,482,25.7,0.0040331952510965
276,276,480.3,25.7,0.00402904931868002
276,276,480.3,25.7,0.00402904931868002
277,277,477.5,25.7,0.0040331952510965
277,277,477.5,25.7,0.0040331952510965
278,278,476,25.7,0.00402076872591321
278,278,476,25.7,0.00402076872591321
279,279,479,25.7,0.00404565562779471
279,279,479,25.7,0.00404565562779471
280,280,471,25.7,0.00404565562779471
280,280,471,25.7,0.00404565562779471
281,281,474,25.7,0.00402076872591321
281,281,474,25.7,0.00402076872591321
282,282,477.5,25.7,0.00402076872591321
282,282,477.5,25.7,0.00402076872591321
283,283,476,25.7,0.0040331952510965
283,283,476,25.7,0.0040331952510965
284,284,474.2,25.7,0.00402076872591321
284,284,474.2,25.7,0.00402076872591321
285,285,475,25.7,0.00404565562779471
285,285,475,25.7,0.00404565562779471
286,286,476.5,25.7,0.00402076872591321
286,286,476.5,25.7,0.00402076872591321
287,287,474.5,25.7,0.0040331952510965
287,287,474.5,25.7,0.0040331952510965
288,288,478,25.7,0.00402076872591321
288,288,478,25.7,0.00402076872591321
289,289,475.3,25.7,0.00402076872591321
289,289,475.3,25.7,0.00402076872591321
290,290,477,25.7,0.00402076872591321
290,290,477,25.7,0.00402076872591321
291,291,475.5,25.7,0.00402076872591321
291,291,475.5,25.7,0.00402076872591321
292,292,477.5,25.7,0.00402076872591321
292,292,477.5,25.7,0.00402076872591321
293,293,477.5,25.7,0.00402076872591321
293,293,477.5,25.7,0.00402076872591321
294,294,478,25.7,0.00402076872591321
294,294,478,25.7,0.00402076872591321
295,295,473.5,25.7,0.00402076872591321
295,295,473.5,25.7,0.00402076872591321
296,296,472.5,25.7,0.00402076872591321
296,296,472.5,25.7,0.00402076872591321
297,297,472,25.7,0.00402076872591321
297,297,472,25.7,0.00402076872591321
298,298,469.5,25.7,0.00402076872591321
298,298,469.5,25.7,0.00402076872591321
299,299,466.7,25.7,0.00402076872591321
299,299,466.7,25.7,0.00402076872591321
300,300,467,25.7,0.00402076872591321
300,300,467,25.7,0.00402076872591321
301,301,469.5,25.7,0.00402076872591321
301,301,469.5,25.7,0.00402076872591321
302,302,469,25.6,0.00398282809773472
302,302,469,25.6,0.00398282809773472
303,303,471,25.7,0.00402076872591321
303,303,471,25.7,0.00402076872591321
304,304,469,25.7,0.00402076872591321
304,304,469,25.7,0.00402076872591321
305,305,467.3,25.7,0.00400809012841946
305,305,467.3,25.7,0.00400809012841946
306,306,471.5,25.6,0.00400176273769059
306,306,471.5,25.6,0.00400176273769059
307,307,471.7,25.6,0.00399544327454182
307,307,471.7,25.6,0.00399544327454182
308,308,475,25.7,0.00402076872591321
308,308,475,25.7,0.00402076872591321
309,309,471,25.6,0.00398282809773472
309,309,471,25.6,0.00398282809773472
310,310,471,25.6,0.00398282809773472
310,310,471,25.6,0.00398282809773472
311,311,471,25.6,0.00400176273769059
311,311,471,25.6,0.00400176273769059
312,312,474.5,25.6,0.00400176273769059
312,312,474.5,25.6,0.00400176273769059
313,313,475.5,25.6,0.00398282809773472
313,313,475.5,25.6,0.00398282809773472
314,314,474,25.6,0.00398282809773472
314,314,474,25.6,0.00398282809773472
315,315,469,25.6,0.00398282809773472
315,315,469,25.6,0.00398282809773472
316,316,474,25.6,0.00398282809773472
316,316,474,25.6,0.00398282809773472
317,317,474,25.6,0.00398282809773472
317,317,474,25.6,0.00398282809773472
318,318,468.5,25.6,0.00398282809773472
318,318,468.5,25.6,0.00398282809773472
319,319,469.5,25.6,0.00398282809773472
319,319,469.5,25.6,0.00398282809773472
320,320,472.5,25.6,0.00398282809773472
320,320,472.5,25.6,0.00398282809773472
321,321,467.5,25.6,0.00398282809773472
321,321,467.5,25.6,0.00398282809773472
322,322,469,25.6,0.00398282809773472
322,322,469,25.6,0.00398282809773472
323,323,466.5,25.6,0.00397499942379926
323,323,466.5,25.6,0.00397499942379926
324,324,469.5,25.5,0.00396717094567545
324,324,469.5,25.5,0.00396717094567545
325,325,469,25.5,0.00396717094567545
325,325,469,25.5,0.00396717094567545
326,326,467,25.5,0.00396717094567545
326,326,467,25.5,0.00396717094567545
327,327,467.3,25.5,0.00396717094567545
327,327,467.3,25.5,0.00396717094567545
328,328,467,25.5,0.00396717094567545
328,328,467,25.5,0.00396717094567545
329,329,464.5,25.5,0.00396717094567545
329,329,464.5,25.5,0.00396717094567545
330,330,466,25.4,0.00395855984589297
330,330,466,25.4,0.00395855984589297
331,331,473,25.5,0.00396717094567545
331,331,473,25.5,0.00396717094567545
332,332,475,25.4,0.00394994898302393
332,332,475,25.4,0.00394994898302393
333,333,471,25.4,0.00394994898302393
333,333,471,25.4,0.00394994898302393
334,334,470,25.4,0.00394994898302393
334,334,470,25.4,0.00394994898302393
335,335,466.2,25.4,0.00394994898302393
335,335,466.2,25.4,0.00394994898302393
336,336,467,25.4,0.00394994898302393
336,336,467,25.4,0.00394994898302393
337,337,473,25.4,0.00394994898302393
337,337,473,25.4,0.00394994898302393
338,338,468,25.4,0.00394994898302393
338,338,468,25.4,0.00394994898302393
339,339,463,25.4,0.00394994898302393
339,339,463,25.4,0.00394994898302393
340,340,466,25.4,0.00394994898302393
340,340,466,25.4,0.00394994898302393
341,341,467,25.4,0.00394994898302393
341,341,467,25.4,0.00394994898302393
342,342,468,25.3,0.00393429347565304
342,342,468,25.3,0.00393429347565304
343,343,468,25.4,0.00394994898302393
343,343,468,25.4,0.00394994898302393
344,344,468,25.3,0.00393429347565304
344,344,468,25.3,0.00393429347565304
345,345,465.5,25.3,0.00394212113144808
345,345,465.5,25.3,0.00394212113144808
346,346,464,25.4,0.00394994898302393
346,346,464,25.4,0.00394994898302393
347,347,464.5,25.3,0.00394212113144808
347,347,464.5,25.3,0.00394212113144808
348,348,465.7,25.3,0.00393429347565304
348,348,465.7,25.3,0.00393429347565304
349,349,465.8,25.4,0.00394603503276295
349,349,465.8,25.4,0.00394603503276295
350,350,464,25.4,0.00394994898302393
350,350,464,25.4,0.00394994898302393
351,351,467,25.4,0.00394994898302393
351,351,467,25.4,0.00394994898302393
352,352,466.5,25.4,0.0039377674602206
352,352,466.5,25.4,0.0039377674602206
353,353,465,25.4,0.00394994898302393
353,353,465,25.4,0.00394994898302393
354,354,462,25.4,0.00394994898302393
354,354,462,25.4,0.00394994898302393
