id,id2,v1,c1,v2,v3
91,91,0,0,22.2,2015-02-04 19:21:00
91,91,0,0,22.2,2015-02-04 19:21:00
92,92,0,0,22.1,2015-02-04 19:21:59
92,92,0,0,22.1,2015-02-04 19:21:59
93,93,0,0,22.1,2015-02-04 19:23:00
93,93,0,0,22.1,2015-02-04 19:23:00
94,94,0,0,22.2,2015-02-04 19:24:00
94,94,0,0,22.2,2015-02-04 19:24:00
95,95,0,0,22.1,2015-02-04 19:25:00
95,95,0,0,22.1,2015-02-04 19:25:00
96,96,0,0,22.1,2015-02-04 19:25:59
96,96,0,0,22.1,2015-02-04 19:25:59
97,97,0,0,22.1,2015-02-04 19:27:00
97,97,0,0,22.1,2015-02-04 19:27:00
98,98,0,0,22.1,2015-02-04 19:27:59
98,98,0,0,22.1,2015-02-04 19:27:59
99,99,0,0,22.1,2015-02-04 19:28:59
99,99,0,0,22.1,2015-02-04 19:28:59
100,100,0,0,22.1,2015-02-04 19:30:00
100,100,0,0,22.1,2015-02-04 19:30:00
101,101,0,0,22.1,2015-02-04 19:31:00
101,101,0,0,22.1,2015-02-04 19:31:00
102,102,0,0,22.1,2015-02-04 19:32:00
102,102,0,0,22.1,2015-02-04 19:32:00
103,103,0,0,22.1,2015-02-04 19:33:00
103,103,0,0,22.1,2015-02-04 19:33:00
104,104,0,0,22.1,2015-02-04 19:34:00
104,104,0,0,22.1,2015-02-04 19:34:00
105,105,0,0,22.1,2015-02-04 19:34:59
105,105,0,0,22.1,2015-02-04 19:34:59
106,106,0,0,22.1,2015-02-04 19:36:00
106,106,0,0,22.1,2015-02-04 19:36:00
107,107,0,0,22,2015-02-04 19:37:00
107,107,0,0,22,2015-02-04 19:37:00
108,108,0,0,22,2015-02-04 19:38:00
108,108,0,0,22,2015-02-04 19:38:00
109,109,0,0,22.1,2015-02-04 19:38:59
109,109,0,0,22.1,2015-02-04 19:38:59
110,110,0,0,22,2015-02-04 19:40:00
110,110,0,0,22,2015-02-04 19:40:00
111,111,0,0,22,2015-02-04 19:40:59
111,111,0,0,22,2015-02-04 19:40:59
112,112,0,0,22,2015-02-04 19:41:59
112,112,0,0,22,2015-02-04 19:41:59
113,113,0,0,22,2015-02-04 19:43:00
113,113,0,0,22,2015-02-04 19:43:00
114,114,0,0,21.9,2015-02-04 19:44:00
114,114,0,0,21.9,2015-02-04 19:44:00
115,115,0,0,21.9,2015-02-04 19:45:00
115,115,0,0,21.9,2015-02-04 19:45:00
116,116,0,0,21.9,2015-02-04 19:46:00
116,116,0,0,21.9,2015-02-04 19:46:00
117,117,0,0,21.9,2015-02-04 19:46:59
117,117,0,0,21.9,2015-02-04 19:46:59
118,118,0,0,21.9,2015-02-04 19:47:59
118,118,0,0,21.9,2015-02-04 19:47:59
119,119,0,0,21.9,2015-02-04 19:49:00
119,119,0,0,21.9,2015-02-04 19:49:00
120,120,0,0,21.9,2015-02-04 19:50:00
120,120,0,0,21.9,2015-02-04 19:50:00
121,121,0,0,21.9,2015-02-04 19:51:00
121,121,0,0,21.9,2015-02-04 19:51:00
122,122,0,0,21.9,2015-02-04 19:52:00
122,122,0,0,21.9,2015-02-04 19:52:00
123,123,0,0,21.9,2015-02-04 19:53:00
123,123,0,0,21.9,2015-02-04 19:53:00
124,124,0,0,21.9,2015-02-04 19:53:59
124,124,0,0,21.9,2015-02-04 19:53:59
125,125,0,0,21.9,2015-02-04 19:54:59
125,125,0,0,21.9,2015-02-04 19:54:59
126,126,0,0,21.8,2015-02-04 19:56:00
126,126,0,0,21.8,2015-02-04 19:56:00
127,127,0,0,21.9,2015-02-04 19:57:00
127,127,0,0,21.9,2015-02-04 19:57:00
128,128,0,0,21.8,2015-02-04 19:58:00
128,128,0,0,21.8,2015-02-04 19:58:00
129,129,0,0,21.8,2015-02-04 19:59:00
129,129,0,0,21.8,2015-02-04 19:59:00
130,130,0,0,21.8,2015-02-04 19:59:59
130,130,0,0,21.8,2015-02-04 19:59:59
131,131,0,0,21.8,2015-02-04 20:00:59
131,131,0,0,21.8,2015-02-04 20:00:59
132,132,0,0,21.8,2015-02-04 20:02:00
132,132,0,0,21.8,2015-02-04 20:02:00
133,133,0,0,21.8,2015-02-04 20:03:00
133,133,0,0,21.8,2015-02-04 20:03:00
134,134,0,0,21.8,2015-02-04 20:04:00
134,134,0,0,21.8,2015-02-04 20:04:00
135,135,0,0,21.8,2015-02-04 20:05:00
135,135,0,0,21.8,2015-02-04 20:05:00
136,136,0,0,21.7,2015-02-04 20:06:00
136,136,0,0,21.7,2015-02-04 20:06:00
137,137,0,0,21.7,2015-02-04 20:06:59
137,137,0,0,21.7,2015-02-04 20:06:59
138,138,0,0,21.8,2015-02-04 20:08:00
138,138,0,0,21.8,2015-02-04 20:08:00
139,139,0,0,21.7,2015-02-04 20:09:00
139,139,0,0,21.7,2015-02-04 20:09:00
140,140,0,0,21.8,2015-02-04 20:10:00
140,140,0,0,21.8,2015-02-04 20:10:00
141,141,0,0,21.7,2015-02-04 20:10:59
141,141,0,0,21.7,2015-02-04 20:10:59
142,142,0,0,21.7,2015-02-04 20:12:00
142,142,0,0,21.7,2015-02-04 20:12:00
143,143,0,0,21.7,2015-02-04 20:12:59
143,143,0,0,21.7,2015-02-04 20:12:59
144,144,0,0,21.7,2015-02-04 20:13:59
144,144,0,0,21.7,2015-02-04 20:13:59
145,145,0,0,21.7,2015-02-04 20:15:00
145,145,0,0,21.7,2015-02-04 20:15:00
146,146,0,0,21.7,2015-02-04 20:16:00
146,146,0,0,21.7,2015-02-04 20:16:00
147,147,0,0,21.7,2015-02-04 20:17:00
147,147,0,0,21.7,2015-02-04 20:17:00
148,148,0,0,21.7,2015-02-04 20:18:00
148,148,0,0,21.7,2015-02-04 20:18:00
149,149,0,0,21.7,2015-02-04 20:19:00
149,149,0,0,21.7,2015-02-04 20:19:00
150,150,0,0,21.7,2015-02-04 20:19:59
150,150,0,0,21.7,2015-02-04 20:19:59
151,151,0,0,21.7,2015-02-04 20:21:00
151,151,0,0,21.7,2015-02-04 20:21:00
152,152,0,0,21.7,2015-02-04 20:22:00
152,152,0,0,21.7,2015-02-04 20:22:00
153,153,0,0,21.7,2015-02-04 20:23:00
153,153,0,0,21.7,2015-02-04 20:23:00
154,154,0,0,21.7,2015-02-04 20:23:59
154,154,0,0,21.7,2015-02-04 20:23:59
155,155,0,0,21.7,2015-02-04 20:25:00
155,155,0,0,21.7,2015-02-04 20:25:00
156,156,0,0,21.7,2015-02-04 20:25:59
156,156,0,0,21.7,2015-02-04 20:25:59
157,157,0,0,21.7,2015-02-04 20:26:59
157,157,0,0,21.7,2015-02-04 20:26:59
158,158,0,0,21.7,2015-02-04 20:28:00
158,158,0,0,21.7,2015-02-04 20:28:00
159,159,0,0,21.7,2015-02-04 20:29:00
159,159,0,0,21.7,2015-02-04 20:29:00
160,160,0,0,21.7,2015-02-04 20:30:00
160,160,0,0,21.7,2015-02-04 20:30:00
161,161,0,0,21.7,2015-02-04 20:31:00
161,161,0,0,21.7,2015-02-04 20:31:00
162,162,0,0,21.7,2015-02-04 20:31:59
162,162,0,0,21.7,2015-02-04 20:31:59
163,163,0,0,21.7,2015-02-04 20:32:59
163,163,0,0,21.7,2015-02-04 20:32:59
164,164,0,0,21.7,2015-02-04 20:34:00
164,164,0,0,21.7,2015-02-04 20:34:00
165,165,0,0,21.7,2015-02-04 20:35:00
165,165,0,0,21.7,2015-02-04 20:35:00
166,166,0,0,21.7,2015-02-04 20:36:00
166,166,0,0,21.7,2015-02-04 20:36:00
167,167,0,0,21.6,2015-02-04 20:37:00
167,167,0,0,21.6,2015-02-04 20:37:00
168,168,0,0,21.6,2015-02-04 20:38:00
168,168,0,0,21.6,2015-02-04 20:38:00
169,169,0,0,21.6,2015-02-04 20:38:59
169,169,0,0,21.6,2015-02-04 20:38:59
170,170,0,0,21.6,2015-02-04 20:39:59
170,170,0,0,21.6,2015-02-04 20:39:59
171,171,0,0,21.6,2015-02-04 20:41:00
171,171,0,0,21.6,2015-02-04 20:41:00
172,172,0,0,21.6,2015-02-04 20:42:00
172,172,0,0,21.6,2015-02-04 20:42:00
173,173,0,0,21.6,2015-02-04 20:43:00
173,173,0,0,21.6,2015-02-04 20:43:00
174,174,0,0,21.6,2015-02-04 20:44:00
174,174,0,0,21.6,2015-02-04 20:44:00
175,175,0,0,21.6,2015-02-04 20:44:59
175,175,0,0,21.6,2015-02-04 20:44:59
176,176,0,0,21.6,2015-02-04 20:45:59
176,176,0,0,21.6,2015-02-04 20:45:59
177,177,0,0,21.6,2015-02-04 20:47:00
177,177,0,0,21.6,2015-02-04 20:47:00
178,178,0,0,21.6,2015-02-04 20:48:00
178,178,0,0,21.6,2015-02-04 20:48:00
179,179,0,0,21.6,2015-02-04 20:49:00
179,179,0,0,21.6,2015-02-04 20:49:00
180,180,0,0,21.6,2015-02-04 20:50:00
180,180,0,0,21.6,2015-02-04 20:50:00
181,181,0,0,21.6,2015-02-04 20:51:00
181,181,0,0,21.6,2015-02-04 20:51:00
182,182,0,0,21.6,2015-02-04 20:51:59
182,182,0,0,21.6,2015-02-04 20:51:59
183,183,0,0,21.6,2015-02-04 20:53:00
183,183,0,0,21.6,2015-02-04 20:53:00
184,184,0,0,21.6,2015-02-04 20:54:00
184,184,0,0,21.6,2015-02-04 20:54:00
185,185,0,0,21.6,2015-02-04 20:55:00
185,185,0,0,21.6,2015-02-04 20:55:00
186,186,0,0,21.6,2015-02-04 20:55:59
186,186,0,0,21.6,2015-02-04 20:55:59
187,187,0,0,21.6,2015-02-04 20:57:00
187,187,0,0,21.6,2015-02-04 20:57:00
188,188,0,0,21.6,2015-02-04 20:57:59
188,188,0,0,21.6,2015-02-04 20:57:59
189,189,0,0,21.6,2015-02-04 20:58:59
189,189,0,0,21.6,2015-02-04 20:58:59
190,190,0,0,21.6,2015-02-04 21:00:00
190,190,0,0,21.6,2015-02-04 21:00:00
191,191,0,0,21.6,2015-02-04 21:01:00
191,191,0,0,21.6,2015-02-04 21:01:00
192,192,0,0,21.6,2015-02-04 21:02:00
192,192,0,0,21.6,2015-02-04 21:02:00
193,193,0,0,21.5,2015-02-04 21:03:00
193,193,0,0,21.5,2015-02-04 21:03:00
194,194,0,0,21.6,2015-02-04 21:04:00
194,194,0,0,21.6,2015-02-04 21:04:00
195,195,0,0,21.5,2015-02-04 21:04:59
195,195,0,0,21.5,2015-02-04 21:04:59
196,196,0,0,21.5,2015-02-04 21:06:00
196,196,0,0,21.5,2015-02-04 21:06:00
197,197,0,0,21.5,2015-02-04 21:07:00
197,197,0,0,21.5,2015-02-04 21:07:00
198,198,0,0,21.5,2015-02-04 21:08:00
198,198,0,0,21.5,2015-02-04 21:08:00
199,199,0,0,21.5,2015-02-04 21:08:59
199,199,0,0,21.5,2015-02-04 21:08:59
200,200,0,0,21.5,2015-02-04 21:10:00
200,200,0,0,21.5,2015-02-04 21:10:00
201,201,0,0,21.5,2015-02-04 21:10:59
201,201,0,0,21.5,2015-02-04 21:10:59
202,202,0,0,21.5,2015-02-04 21:11:59
202,202,0,0,21.5,2015-02-04 21:11:59
203,203,0,0,21.5,2015-02-04 21:13:00
203,203,0,0,21.5,2015-02-04 21:13:00
204,204,0,0,21.5,2015-02-04 21:14:00
204,204,0,0,21.5,2015-02-04 21:14:00
205,205,0,0,21.5,2015-02-04 21:15:00
205,205,0,0,21.5,2015-02-04 21:15:00
206,206,0,0,21.5,2015-02-04 21:16:00
206,206,0,0,21.5,2015-02-04 21:16:00
207,207,0,0,21.5,2015-02-04 21:16:59
207,207,0,0,21.5,2015-02-04 21:16:59
208,208,0,0,21.5,2015-02-04 21:17:59
208,208,0,0,21.5,2015-02-04 21:17:59
209,209,0,0,21.5,2015-02-04 21:19:00
209,209,0,0,21.5,2015-02-04 21:19:00
210,210,0,0,21.5,2015-02-04 21:20:00
210,210,0,0,21.5,2015-02-04 21:20:00
211,211,0,0,21.5,2015-02-04 21:21:00
211,211,0,0,21.5,2015-02-04 21:21:00
212,212,0,0,21.5,2015-02-04 21:22:00
212,212,0,0,21.5,2015-02-04 21:22:00
213,213,0,0,21.5,2015-02-04 21:23:00
213,213,0,0,21.5,2015-02-04 21:23:00
214,214,0,0,21.5,2015-02-04 21:23:59
214,214,0,0,21.5,2015-02-04 21:23:59
215,215,0,0,21.5,2015-02-04 21:24:59
215,215,0,0,21.5,2015-02-04 21:24:59
216,216,0,0,21.5,2015-02-04 21:26:00
216,216,0,0,21.5,2015-02-04 21:26:00
217,217,0,0,21.5,2015-02-04 21:27:00
217,217,0,0,21.5,2015-02-04 21:27:00
218,218,0,0,21.5,2015-02-04 21:28:00
218,218,0,0,21.5,2015-02-04 21:28:00
219,219,0,0,21.5,2015-02-04 21:29:00
219,219,0,0,21.5,2015-02-04 21:29:00
220,220,0,0,21.5,2015-02-04 21:29:59
220,220,0,0,21.5,2015-02-04 21:29:59
221,221,0,0,21.5,2015-02-04 21:30:59
221,221,0,0,21.5,2015-02-04 21:30:59
222,222,0,0,21.5,2015-02-04 21:32:00
222,222,0,0,21.5,2015-02-04 21:32:00
223,223,0,0,21.5,2015-02-04 21:33:00
223,223,0,0,21.5,2015-02-04 21:33:00
224,224,0,0,21.5,2015-02-04 21:34:00
224,224,0,0,21.5,2015-02-04 21:34:00
225,225,0,0,21.5,2015-02-04 21:35:00
225,225,0,0,21.5,2015-02-04 21:35:00
226,226,0,0,21.5,2015-02-04 21:36:00
226,226,0,0,21.5,2015-02-04 21:36:00
227,227,0,0,21.5,2015-02-04 21:36:59
227,227,0,0,21.5,2015-02-04 21:36:59
228,228,0,0,21.5,2015-02-04 21:38:00
228,228,0,0,21.5,2015-02-04 21:38:00
229,229,0,0,21.4,2015-02-04 21:39:00
229,229,0,0,21.4,2015-02-04 21:39:00
230,230,0,0,21.4,2015-02-04 21:40:00
230,230,0,0,21.4,2015-02-04 21:40:00
231,231,0,0,21.5,2015-02-04 21:40:59
231,231,0,0,21.5,2015-02-04 21:40:59
232,232,0,0,21.4,2015-02-04 21:42:00
232,232,0,0,21.4,2015-02-04 21:42:00
233,233,0,0,21.5,2015-02-04 21:42:59
233,233,0,0,21.5,2015-02-04 21:42:59
234,234,0,0,21.4,2015-02-04 21:43:59
234,234,0,0,21.4,2015-02-04 21:43:59
235,235,0,0,21.4,2015-02-04 21:45:00
235,235,0,0,21.4,2015-02-04 21:45:00
236,236,0,0,21.4,2015-02-04 21:46:00
236,236,0,0,21.4,2015-02-04 21:46:00
237,237,0,0,21.4,2015-02-04 21:47:00
237,237,0,0,21.4,2015-02-04 21:47:00
238,238,0,0,21.5,2015-02-04 21:48:00
238,238,0,0,21.5,2015-02-04 21:48:00
239,239,0,0,21.4,2015-02-04 21:49:00
239,239,0,0,21.4,2015-02-04 21:49:00
240,240,0,0,21.4,2015-02-04 21:49:59
240,240,0,0,21.4,2015-02-04 21:49:59
241,241,0,0,21.4,2015-02-04 21:51:00
241,241,0,0,21.4,2015-02-04 21:51:00
242,242,0,0,21.4,2015-02-04 21:52:00
242,242,0,0,21.4,2015-02-04 21:52:00
243,243,0,0,21.5,2015-02-04 21:53:00
243,243,0,0,21.5,2015-02-04 21:53:00
244,244,0,0,21.4,2015-02-04 21:53:59
244,244,0,0,21.4,2015-02-04 21:53:59
245,245,0,0,21.4,2015-02-04 21:55:00
245,245,0,0,21.4,2015-02-04 21:55:00
246,246,0,0,21.4,2015-02-04 21:55:59
246,246,0,0,21.4,2015-02-04 21:55:59
247,247,0,0,21.4,2015-02-04 21:56:59
247,247,0,0,21.4,2015-02-04 21:56:59
248,248,0,0,21.4,2015-02-04 21:58:00
248,248,0,0,21.4,2015-02-04 21:58:00
249,249,0,0,21.4,2015-02-04 21:59:00
249,249,0,0,21.4,2015-02-04 21:59:00
250,250,0,0,21.4,2015-02-04 22:00:00
250,250,0,0,21.4,2015-02-04 22:00:00
251,251,0,0,21.4,2015-02-04 22:01:00
251,251,0,0,21.4,2015-02-04 22:01:00
252,252,0,0,21.4,2015-02-04 22:01:59
252,252,0,0,21.4,2015-02-04 22:01:59
253,253,0,0,21.4,2015-02-04 22:02:59
253,253,0,0,21.4,2015-02-04 22:02:59
254,254,0,0,21.4,2015-02-04 22:04:00
254,254,0,0,21.4,2015-02-04 22:04:00
255,255,0,0,21.4,2015-02-04 22:05:00
255,255,0,0,21.4,2015-02-04 22:05:00
256,256,0,0,21.4,2015-02-04 22:06:00
256,256,0,0,21.4,2015-02-04 22:06:00
257,257,0,0,21.4,2015-02-04 22:07:00
257,257,0,0,21.4,2015-02-04 22:07:00
258,258,0,0,21.4,2015-02-04 22:08:00
258,258,0,0,21.4,2015-02-04 22:08:00
259,259,0,0,21.4,2015-02-04 22:08:59
259,259,0,0,21.4,2015-02-04 22:08:59
260,260,0,0,21.4,2015-02-04 22:09:59
260,260,0,0,21.4,2015-02-04 22:09:59
261,261,0,0,21.4,2015-02-04 22:11:00
261,261,0,0,21.4,2015-02-04 22:11:00
262,262,0,0,21.4,2015-02-04 22:12:00
262,262,0,0,21.4,2015-02-04 22:12:00
263,263,0,0,21.4,2015-02-04 22:13:00
263,263,0,0,21.4,2015-02-04 22:13:00
264,264,0,0,21.4,2015-02-04 22:14:00
264,264,0,0,21.4,2015-02-04 22:14:00
265,265,0,0,21.4,2015-02-04 22:14:59
265,265,0,0,21.4,2015-02-04 22:14:59
266,266,0,0,21.4,2015-02-04 22:15:59
266,266,0,0,21.4,2015-02-04 22:15:59
267,267,0,0,21.4,2015-02-04 22:17:00
267,267,0,0,21.4,2015-02-04 22:17:00
268,268,0,0,21.3,2015-02-04 22:18:00
268,268,0,0,21.3,2015-02-04 22:18:00
269,269,0,0,21.4,2015-02-04 22:19:00
269,269,0,0,21.4,2015-02-04 22:19:00
270,270,0,0,21.4,2015-02-04 22:20:00
270,270,0,0,21.4,2015-02-04 22:20:00
271,271,0,0,21.4,2015-02-04 22:21:00
271,271,0,0,21.4,2015-02-04 22:21:00
272,272,0,0,21.3,2015-02-04 22:21:59
272,272,0,0,21.3,2015-02-04 22:21:59
273,273,0,0,21.3,2015-02-04 22:23:00
273,273,0,0,21.3,2015-02-04 22:23:00
274,274,0,0,21.3,2015-02-04 22:24:00
274,274,0,0,21.3,2015-02-04 22:24:00
275,275,0,0,21.3,2015-02-04 22:25:00
275,275,0,0,21.3,2015-02-04 22:25:00
276,276,0,0,21.3,2015-02-04 22:25:59
276,276,0,0,21.3,2015-02-04 22:25:59
277,277,0,0,21.3,2015-02-04 22:27:00
277,277,0,0,21.3,2015-02-04 22:27:00
278,278,0,0,21.3,2015-02-04 22:27:59
278,278,0,0,21.3,2015-02-04 22:27:59
279,279,0,0,21.4,2015-02-04 22:28:59
279,279,0,0,21.4,2015-02-04 22:28:59
280,280,0,0,21.4,2015-02-04 22:30:00
